database       | 2024-02-20 21:04:18.540 UTC [4071] ERROR:  canceling statement due to user request
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.782","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.791","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.791","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.796","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.812","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.817","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.817","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.817","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.817","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.825","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.829","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.829","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.837","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.843","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.846","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.848","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.851","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.856","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.861","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.864","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.864","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.911","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.916","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.920","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.920","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.925","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.929","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.929","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.936","message":"failed to begin tx"}
database       | 2024-02-20 21:04:52.219 UTC [71] LOG:  checkpoint starting: time
database       | 2024-02-20 21:05:23.637 UTC [71] LOG:  checkpoint complete: wrote 324 buffers (2.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=31.376 s, sync=0.019 s, total=31.418 s; sync files=21, longest=0.005 s, average=0.001 s; distance=17491 kB, estimate=17491 kB; lsn=0/2A2BBB8, redo lsn=0/2A2BB80
